landmark_id,hierarchical_label,natural_or_human_made
62304,sports venue,human-made
62307,museum,human-made
62309,harbor,human-made
62310,museum,human-made
62314,parks,natural
62315,museum,human-made
62317,bridge,human-made
62320,church,human-made
62323,lighthouse,human-made
62324,road,human-made
62326,skyscraper,human-made
62327,archeological site,human-made
62328,mosque,human-made
62329,parks,natural
62330,church,human-made
62331,memorial,human-made
62333,church,human-made
62335,sports venue,human-made
62337,buddhist temple,human-made
62338,mountain,natural
62340,parks,natural
62342,church,human-made
62344,bridge,human-made
62345,lake,natural
62348,garden,natural
62349,church,human-made
62351,church,human-made
62353,tower,human-made
62356,cable transportation,human-made
62357,lighthouse,human-made
62358,church,human-made
62359,sculpture,human-made
62360,bridge,human-made
62361,church,human-made
62362,church,human-made
62363,church,human-made
62364,house,human-made
62365,castle / fort,human-made
62366,parks,natural
62372,church,human-made
62375,city,human-made
62377,ocean area ,natural
62378,church,human-made
62380,parks,natural
62381,parks,natural
62384,monastery,human-made
62385,archeological site,human-made
62387,cemetery,human-made
62388,mountain,natural
62390,castle / fort,human-made
62391,church,human-made
62392,mountain,natural
62396,palace,human-made
62398,tower,human-made
62399,sports venue,human-made
62401,city,human-made
62404,volcano,natural
62405,shinto shrine,human-made
62406,shinto shrine,human-made
62410,buddhist temple,human-made
62411,house,human-made
62414,dam,human-made
62415,church,human-made
62417,museum,human-made
62419,church,human-made
62420,church,human-made
62422,garden,natural
62423,sculpture,human-made
62426,museum,human-made
62427,mountain,natural
62428,river,natural
62429,church,human-made
62431,church,human-made
62433,skyscraper,human-made
62434,mountain,natural
62437,church,human-made
62439,church,human-made
62440,church,human-made
62442,church,human-made
62445,lake,natural
62446,church,human-made
62448,museum,human-made
62449,castle / fort,human-made
62451,archeological site,human-made
62453,bridge,human-made
62455,archeological site,human-made
62458,rail transportation,human-made
62460,palace,human-made
62462,church,human-made
62464,cave,natural
62465,lake,natural
62467,mountain,natural
62469,church,human-made
62471,mountain,natural
62475,parks,natural
62477,church,human-made
62478,island,natural
62480,tower,human-made
62481,mountain,natural
62482,parks,natural
62483,bridge,human-made
62484,hindu temple,human-made
62485,castle / fort,human-made
62487,castle / fort,human-made
62488,bridge,human-made
62491,skyscraper,human-made
62493,church,human-made
62495,church,human-made
62498,church,human-made
62499,lake,natural
62500,church,human-made
62501,cave,natural
62504,road,human-made
62507,church,human-made
62511,church,human-made
62513,theatre,human-made
62514,mountain,natural
62516,library,human-made
62518,mountain,natural
62519,house,human-made
62520,rail transportation,human-made
62522,museum,human-made
62524,waterfall,natural
62525,church,human-made
62526,bridge,human-made
62527,church,human-made
62528,tower,human-made
62529,church,human-made
62534,bridge,human-made
62535,museum,human-made
62537,castle / fort,human-made
62538,parks,natural
62539,village,human-made
62542,sports venue,human-made
62544,church,human-made
62547,lake,natural
62548,mountain,natural
62550,mountain,natural
62555,cave,natural
62558,church,human-made
62561,church,human-made
62563,skyscraper,human-made
62565,castle / fort,human-made
62566,palace,human-made
62567,castle / fort,human-made
62568,parks,natural
62569,church,human-made
62570,church,human-made
62571,wetland,natural
62574,museum,human-made
62575,library,human-made
62576,museum,human-made
62577,museum,human-made
62578,church,human-made
62579,mountain,natural
62583,river,natural
62584,castle / fort,human-made
62585,parks,natural
62586,school,human-made
62588,church,human-made
62590,swimming pool,human-made
62591,lake,natural
62595,church,human-made
62598,museum,human-made
62600,square,human-made
62601,parks,natural
62603,parks,natural
62604,gate,human-made
62605,parks,natural
62607,castle / fort,human-made
62608,church,human-made
62610,bridge,human-made
62611,parks,natural
62613,island,natural
62614,amusement park,human-made
62615,church,human-made
62617,church,human-made
62618,river,natural
62619,buddhist temple,human-made
62621,palace,human-made
62622,mountain,natural
62624,castle / fort,human-made
62625,harbor,human-made
62628,island,natural
62629,gate,human-made
62630,church,human-made
62634,church,human-made
62635,fountain,human-made
62636,mountain,natural
62637,palace,human-made
62638,church,human-made
62639,church,human-made
62640,garden,natural
62641,palace,human-made
62642,mountain,natural
62644,sports venue,human-made
62645,monastery,human-made
62647,castle / fort,human-made
62648,museum,human-made
62651,shinto shrine,human-made
62653,museum,human-made
62655,castle / fort,human-made
62656,school,human-made
62657,fountain,human-made
62658,museum,human-made
62661,parks,natural
62662,parks,natural
62663,church,human-made
62666,church,human-made
62667,church,human-made
62668,church,human-made
62669,ocean area ,natural
62671,dam,human-made
62672,church,human-made
62673,castle / fort,human-made
62676,castle / fort,human-made
62678,lake,natural
62679,cemetery,human-made
62680,church,human-made
62683,museum,human-made
62684,volcano,natural
62688,lighthouse,human-made
62689,sculpture,human-made
62691,church,human-made
62694,palace,human-made
62695,shinto shrine,human-made
62696,settlement,human-made
62697,museum,human-made
62698,monastery,human-made
62699,library,human-made
62700,church,human-made
62702,monastery,human-made
62703,castle / fort,human-made
62705,mountain,natural
62710,castle / fort,human-made
62711,museum,human-made
62717,church,human-made
62718,sports venue,human-made
62719,shinto shrine,human-made
62720,church,human-made
62723,cemetery,human-made
62726,harbor,human-made
62728,castle / fort,human-made
62730,island,natural
62731,mountain,natural
62732,cemetery,human-made
62734,mosque,human-made
62735,church,human-made
62738,museum,human-made
62741,sports venue,human-made
62745,tower,human-made
62747,church,human-made
62750,castle / fort,human-made
62751,monastery,human-made
62752,river,natural
62753,church,human-made
62754,church,human-made
62755,mountain,natural
62756,church,human-made
62761,church,human-made
62762,monastery,human-made
62763,museum,human-made
62767,parks,natural
62768,harbor,human-made
62771,museum,human-made
62772,museum,human-made
62776,mountain,natural
62778,church,human-made
62779,sculpture,human-made
62782,amusement park,human-made
62783,waterfall,natural
62785,library,human-made
62789,lake,natural
62790,cemetery,human-made
62793,church,human-made
62794,church,human-made
62797,boat,human-made
62800,cemetery,human-made
62802,house,human-made
62805,cemetery,human-made
62806,church,human-made
62807,castle / fort,human-made
62808,volcano,natural
62809,museum,human-made
62810,lighthouse,human-made
62811,harbor,human-made
62814,bridge,human-made
62816,tower,human-made
62817,museum,human-made
62818,church,human-made
62819,mountain,natural
62820,lighthouse,human-made
62822,bridge,human-made
62824,church,human-made
62826,waterfall,natural
62827,museum,human-made
62828,parks,natural
62829,cemetery,human-made
62830,rail transportation,human-made
62831,lake,natural
62832,castle / fort,human-made
62833,hindu temple,human-made
62834,square,human-made
62838,church,human-made
62841,castle / fort,human-made
62842,skyscraper,human-made
62853,church,human-made
62854,theatre,human-made
62855,church,human-made
62858,museum,human-made
62859,church,human-made
62860,church,human-made
62861,parks,natural
62862,cable transportation,human-made
62864,church,human-made
62866,square,human-made
62868,castle / fort,human-made
62869,museum,human-made
62870,lighthouse,human-made
62871,castle / fort,human-made
62873,parks,natural
62874,lighthouse,human-made
62875,castle / fort,human-made
62877,cemetery,human-made
62880,church,human-made
62883,volcano,natural
62884,mountain,natural
62887,square,human-made
62888,castle / fort,human-made
62889,mountain,natural
62890,castle / fort,human-made
62891,lake,natural
62893,sports venue,human-made
62895,theatre,human-made
62896,theatre,human-made
62897,amusement park,human-made
62900,hotel,human-made
62901,sports venue,human-made
62904,city,human-made
62906,tower,human-made
62910,church,human-made
62911,parks,natural
62914,island,natural
62915,lighthouse,human-made
62916,sports venue,human-made
62917,library,human-made
62918,museum,human-made
62920,church,human-made
62921,mountain,natural
62922,harbor,human-made
62924,parks,natural
62926,parks,natural
62927,museum,human-made
62928,school,human-made
62930,sports venue,human-made
62931,museum,human-made
62932,sculpture,human-made
62933,church,human-made
62934,mountain,natural
62936,harbor,human-made
62937,bridge,human-made
62939,castle / fort,human-made
62943,island,natural
62944,parks,natural
62947,church,human-made
62952,parks,natural
62955,cemetery,human-made
62961,castle / fort,human-made
62962,air transportation,human-made
62963,sports venue,human-made
62964,bridge,human-made
62966,zoo,human-made
62967,island,natural
62968,buddhist temple,human-made
62970,bridge,human-made
62971,church,human-made
62972,church,human-made
62974,island,natural
62976,museum,human-made
62978,church,human-made
62979,wetland,natural
62980,church,human-made
62981,parks,natural
62984,buddhist temple,human-made
62986,church,human-made
62989,mountain,natural
62999,mountain,natural
63000,cave,natural
63003,parks,natural
63004,synagogue,human-made
63005,parks,natural
63007,mountain,natural
63013,parks,natural
63015,church,human-made
63016,church,human-made
63018,mine,human-made
63021,bridge,human-made
63023,church,human-made
63024,lake,natural
63026,parks,natural
63027,mountain,natural
63028,rail transportation,human-made
63031,theatre,human-made
63033,church,human-made
63036,museum,human-made
63038,cemetery,human-made
63039,church,human-made
63040,mountain,natural
63043,bridge,human-made
63044,government building,human-made
63045,beach,natural
63050,church,human-made
63052,skyscraper,human-made
63053,museum,human-made
63054,castle / fort,human-made
63057,mountain,natural
63058,sports venue,human-made
63061,church,human-made
63063,castle / fort,human-made
63067,church,human-made
63070,canal,natural
63076,church,human-made
63077,house,human-made
63079,castle / fort,human-made
63083,church,human-made
63084,palace,human-made
63086,parks,natural
63087,parks,natural
63089,boat,human-made
63091,museum,human-made
63092,castle / fort,human-made
63093,memorial,human-made
63096,sports venue,human-made
63098,church,human-made
63099,church,human-made
63100,skyscraper,human-made
63101,lighthouse,human-made
63103,city,human-made
63105,theatre,human-made
63106,rail transportation,human-made
63107,church,human-made
63108,mountain,natural
63109,mountain,natural
63112,parks,natural
63113,ocean area ,natural
63115,bridge,human-made
63117,mountain,natural
63120,castle / fort,human-made
63122,church,human-made
63124,school,human-made
63125,church,human-made
63126,island,natural
63128,church,human-made
63134,church,human-made
63135,parks,natural
63137,mosque,human-made
63139,air transportation,human-made
63140,shinto shrine,human-made
63141,lake,natural
63145,church,human-made
63146,church,human-made
63147,parks,natural
63149,library,human-made
63150,church,human-made
63151,church,human-made
63152,hotel,human-made
63153,mountain,natural
63154,shinto shrine,human-made
63155,church,human-made
63157,library,human-made
63158,castle / fort,human-made
63159,castle / fort,human-made
63162,monastery,human-made
63165,beach,natural
63169,museum,human-made
63170,windmill,human-made
63171,parks,natural
63173,bridge,human-made
63175,theatre,human-made
63176,mountain,natural
63178,tree,natural
63179,observatory,human-made
63180,waterfall,natural
63183,theatre,human-made
63184,tower,human-made
63186,settlement,human-made
63188,zoo,human-made
63189,parks,natural
63192,mountain,natural
63195,lake,natural
63196,island,natural
63197,mountain,natural
63198,library,human-made
63200,church,human-made
63201,skyscraper,human-made
63202,church,human-made
63206,government building,human-made
63207,rail transportation,human-made
63209,parks,natural
63210,archeological site,human-made
63213,lake,natural
63215,bridge,human-made
63218,amusement park,human-made
63222,castle / fort,human-made
63227,parks,natural
63229,house,human-made
63231,archeological site,human-made
63232,castle / fort,human-made
63233,church,human-made
63234,church,human-made
63237,church,human-made
63239,church,human-made
63240,tower,human-made
63241,museum,human-made
63243,shinto shrine,human-made
63244,government building,human-made
63247,parks,natural
63248,parks,natural
63250,house,human-made
63253,mountain,natural
63255,church,human-made
63256,square,human-made
63260,castle / fort,human-made
63261,church,human-made
63263,castle / fort,human-made
63267,castle / fort,human-made
63268,tower,human-made
63269,sports venue,human-made
63273,shinto shrine,human-made
63276,settlement,human-made
63277,church,human-made
63279,church,human-made
63280,castle / fort,human-made
63288,parks,natural
63289,museum,human-made
63291,museum,human-made
63292,hotel,human-made
63294,bridge,human-made
63295,mountain,natural
63298,museum,human-made
63299,church,human-made
63301,waterfall,natural
63307,church,human-made
63310,parks,natural
63312,castle / fort,human-made
63313,palace,human-made
63315,island,natural
63316,church,human-made
63318,church,human-made
63319,castle / fort,human-made
63320,road,human-made
63321,museum,human-made
63324,square,human-made
63326,castle / fort,human-made
63330,fountain,human-made
63331,windmill,human-made
63332,monastery,human-made
63333,house,human-made
63335,parks,natural
63336,lighthouse,human-made
63338,church,human-made
63344,castle / fort,human-made
63345,lake,natural
63346,house,human-made
63348,castle / fort,human-made
63350,mountain,natural
63351,castle / fort,human-made
63352,mountain,natural
63353,road,human-made
63354,church,human-made
63358,monastery,human-made
63361,river,natural
63362,amusement park,human-made
63363,skyscraper,human-made
63369,castle / fort,human-made
63370,castle / fort,human-made
63374,observatory,human-made
63375,lighthouse,human-made
63376,sports venue,human-made
63377,church,human-made
63378,church,human-made
63379,house,human-made
63380,mine,human-made
63381,church,human-made
63389,shopping,human-made
63390,mountain,natural
63391,castle / fort,human-made
63393,theatre,human-made
63395,lighthouse,human-made
63399,mountain,natural
63401,monastery,human-made
63402,bridge,human-made
63403,church,human-made
63404,archeological site,human-made
63408,museum,human-made
63412,river,natural
63414,church,human-made
63419,castle / fort,human-made
63422,island,natural
63423,parks,natural
63424,church,human-made
63425,island,natural
63426,castle / fort,human-made
63427,mountain,natural
63429,parks,natural
63430,dam,human-made
63432,church,human-made
63435,garden,natural
63438,church,human-made
63439,church,human-made
63440,mountain,natural
63442,sculpture,human-made
63443,parks,natural
63448,harbor,human-made
63449,mountain,natural
63450,house,human-made
63451,church,human-made
63455,shinto shrine,human-made
63459,archeological site,human-made
63460,house,human-made
63461,house,human-made
63462,lake,natural
63465,mountain,natural
63467,church,human-made
63468,rail transportation,human-made
63470,church,human-made
63476,parks,natural
63478,rail transportation,human-made
63480,bath,human-made
63482,church,human-made
63483,cemetery,human-made
63484,stone,natural
63485,museum,human-made
63487,museum,human-made
63488,waterfall,natural
63493,archeological site,human-made
63494,parks,natural
63495,ruins,human-made
63496,harbor,human-made
63497,church,human-made
63498,museum,human-made
63499,monastery,human-made
63501,lake,natural
63504,sports venue,human-made
63508,hotel,human-made
63509,house,human-made
63510,sports venue,human-made
63512,mountain,natural
63521,parks,natural
63522,museum,human-made
63523,lake,natural
63524,church,human-made
63527,hospital,human-made
63528,church,human-made
63530,lake,natural
63531,settlement,human-made
63532,mountain,natural
63534,tower,human-made
63535,church,human-made
63536,museum,human-made
63539,house,human-made
63540,church,human-made
63541,island,natural
63542,church,human-made
63543,church,human-made
63545,parks,natural
63547,parks,natural
63552,library,human-made
63554,castle / fort,human-made
63556,road,human-made
63557,tower,human-made
63558,church,human-made
63560,river,natural
63561,bridge,human-made
63562,city,human-made
63563,river,natural
63565,house,human-made
63566,church,human-made
63567,sports venue,human-made
63568,church,human-made
63570,mountain,natural
63573,hindu temple,human-made
63574,church,human-made
63575,castle / fort,human-made
63577,parks,natural
63578,church,human-made
63579,mountain,natural
63581,bridge,human-made
63584,monastery,human-made
63587,church,human-made
63588,city,human-made
63591,cemetery,human-made
63592,canal,natural
63595,castle / fort,human-made
63596,library,human-made
63599,church,human-made
63600,bridge,human-made
63601,church,human-made
63602,mountain,natural
63603,lighthouse,human-made
63604,church,human-made
63606,lake,natural
63607,church,human-made
63608,harbor,human-made
63609,lake,natural
63611,church,human-made
63614,church,human-made
63615,waterfall,natural
63616,theatre,human-made
63617,sports venue,human-made
63618,library,human-made
63620,church,human-made
63622,sports venue,human-made
63625,school,human-made
63627,church,human-made
63628,castle / fort,human-made
63631,school,human-made
63635,cemetery,human-made
63636,lake,natural
63638,sports venue,human-made
63639,castle / fort,human-made
63640,castle / fort,human-made
63641,palace,human-made
63643,church,human-made
63644,church,human-made
63646,museum,human-made
63647,government building,human-made
63648,bridge,human-made
63650,church,human-made
63652,market,human-made
63653,festival,human-made
63654,bridge,human-made
63655,village,human-made
63656,waterfall,natural
63657,lake,natural
63659,church,human-made
63661,church,human-made
63663,church,human-made
63664,palace,human-made
63665,island,natural
63669,church,human-made
63671,fountain,human-made
63673,museum,human-made
63677,castle / fort,human-made
63678,museum,human-made
63679,city,human-made
63680,church,human-made
63682,stairs,human-made
63683,church,human-made
63685,river,natural
63688,river,natural
63690,waterfall,natural
63692,church,human-made
63693,lake,natural
63697,tower,human-made
63698,church,human-made
63700,castle / fort,human-made
63702,church,human-made
63703,cemetery,human-made
63704,square,human-made
63707,restaurant,human-made
63708,square,human-made
63709,parks,natural
63712,church,human-made
63713,museum,human-made
63715,hospital,human-made
63716,lighthouse,human-made
63718,mountain,natural
63719,house,human-made
63721,church,human-made
63722,river,natural
63723,church,human-made
63724,lake,natural
63728,rail transportation,human-made
63729,archeological site,human-made
63731,mountain,natural
63732,sports venue,human-made
63733,sports venue,human-made
63734,church,human-made
63736,restaurant,human-made
63737,house,human-made
63741,rail transportation,human-made
63742,agricultural land,natural
63743,church,human-made
63744,garden,natural
63745,church,human-made
63747,lighthouse,human-made
63748,palace,human-made
63749,garden,natural
63750,church,human-made
63752,bridge,human-made
63753,church,human-made
63755,skyscraper,human-made
63756,tower,human-made
63758,church,human-made
63759,square,human-made
63760,mountain,natural
63761,church,human-made
63762,church,human-made
63764,archeological site,human-made
63767,church,human-made
63774,parks,natural
63775,parks,natural
63776,mountain,natural
63777,gate,human-made
63778,cemetery,human-made
63781,museum,human-made
63785,mountain,natural
63786,river,natural
63787,museum,human-made
63788,church,human-made
63790,museum,human-made
63791,lake,natural
63792,castle / fort,human-made
63793,church,human-made
63798,archeological site,human-made
63799,mountain,natural
63801,library,human-made
63802,parks,natural
63803,lake,natural
63806,hotel,human-made
63807,island,natural
63808,church,human-made
63809,church,human-made
63811,museum,human-made
63812,observatory,human-made
63814,zoo,human-made
63815,sculpture,human-made
63816,synagogue,human-made
63818,mountain,natural
63820,gate,human-made
63825,bridge,human-made
63826,castle / fort,human-made
63827,museum,human-made
63828,lake,natural
63831,road,human-made
63835,skyscraper,human-made
63836,church,human-made
63839,church,human-made
63840,museum,human-made
63841,lake,natural
63844,church,human-made
63845,cemetery,human-made
63850,lake,natural
63851,dam,human-made
63852,theatre,human-made
63854,house,human-made
63855,museum,human-made
63856,church,human-made
63859,church,human-made
63860,garden,natural
63863,palace,human-made
63867,bridge,human-made
63869,government building,human-made
63873,museum,human-made
63874,monastery,human-made
63875,lake,natural
63876,church,human-made
63877,river,natural
63882,theatre,human-made
63889,church,human-made
63890,church,human-made
63892,church,human-made
63893,bridge,human-made
63894,waterfall,natural
63895,monastery,human-made
63896,church,human-made
63897,church,human-made
63899,parks,natural
63901,river,natural
63902,church,human-made
63904,river,natural
63907,city,human-made
63908,church,human-made
63910,road,human-made
63911,sculpture,human-made
63914,castle / fort,human-made
63915,archeological site,human-made
63917,mountain,natural
63918,mountain,natural
63920,parks,natural
63922,parks,natural
63924,house,human-made
63928,museum,human-made
63932,sports venue,human-made
63933,lake,natural
63934,dam,human-made
63935,museum,human-made
63938,church,human-made
63939,church,human-made
63940,dam,human-made
63941,castle / fort,human-made
63943,square,human-made
63944,ocean area ,natural
63945,house,human-made
63948,church,human-made
63954,church,human-made
63957,tower,human-made
63960,museum,human-made
63961,theatre,human-made
63965,church,human-made
63966,harbor,human-made
63968,shopping,human-made
63969,waterfall,natural
63970,museum,human-made
63972,church,human-made
63973,river,natural
63974,shopping,human-made
63976,museum,human-made
63979,church,human-made
63984,mountain,natural
63985,museum,human-made
63986,parks,natural
63987,cemetery,human-made
63989,museum,human-made
63990,bridge,human-made
63991,church,human-made
63992,shinto shrine,human-made
63993,church,human-made
63994,cemetery,human-made
63995,museum,human-made
63998,church,human-made
64000,church,human-made
64001,castle / fort,human-made
64002,church,human-made
64003,monastery,human-made
64004,island,natural
64007,church,human-made
64008,bridge,human-made
64012,mountain,natural
64016,parks,natural
64017,tree,natural
64018,mountain,natural
64019,mountain,natural
64020,castle / fort,human-made
64021,theatre,human-made
64023,church,human-made
64026,monastery,human-made
64027,castle / fort,human-made
64031,dam,human-made
64034,cemetery,human-made
64036,church,human-made
64037,museum,human-made
64038,square,human-made
64039,canal,natural
64040,church,human-made
64041,parks,natural
64042,parks,natural
64043,parks,natural
64044,museum,human-made
64046,church,human-made
64047,boat,human-made
64048,church,human-made
64051,church,human-made
64052,church,human-made
64053,mountain,natural
64056,lake,natural
64061,parks,natural
64063,zoo,human-made
64065,house,human-made
64068,settlement,human-made
64069,square,human-made
64070,church,human-made
64072,church,human-made
64073,church,human-made
64075,tower,human-made
64076,house,human-made
64077,lighthouse,human-made
64078,church,human-made
64080,shopping,human-made
64081,waterfall,natural
64082,palace,human-made
64083,museum,human-made
64085,parks,natural
64088,library,human-made
64089,palace,human-made
64091,road,human-made
64092,castle / fort,human-made
64096,island,natural
64097,mountain,natural
64098,castle / fort,human-made
64099,mountain,natural
64100,zoo,human-made
64101,sculpture,human-made
64105,church,human-made
64106,mountain,natural
64109,church,human-made
64110,church,human-made
64111,aqueduct,human-made
64116,bridge,human-made
64119,sports venue,human-made
64120,church,human-made
64126,mountain,natural
64129,prison,human-made
64130,mountain,natural
64133,monastery,human-made
64134,parks,natural
64135,lighthouse,human-made
64137,church,human-made
64139,church,human-made
64141,church,human-made
64144,church,human-made
64145,church,human-made
64146,house,human-made
64148,castle / fort,human-made
64149,mountain,natural
64151,mountain,natural
64155,zoo,human-made
64157,church,human-made
64158,mountain,natural
64160,island,natural
64161,observatory,human-made
64164,mountain,natural
64166,church,human-made
64167,church,human-made
64168,museum,human-made
64170,sculpture,human-made
64172,monastery,human-made
64173,hotel,human-made
64174,dam,human-made
64175,church,human-made
64179,school,human-made
64181,castle / fort,human-made
64184,mountain,natural
64190,church,human-made
64191,castle / fort,human-made
64192,museum,human-made
64193,museum,human-made
64194,rail transportation,human-made
64196,church,human-made
64198,church,human-made
64201,island,natural
64202,church,human-made
64203,church,human-made
64208,settlement,human-made
64211,museum,human-made
64213,lake,natural
64214,tower,human-made
64215,church,human-made
64217,museum,human-made
64218,church,human-made
64219,museum,human-made
64221,mountain,natural
64222,zoo,human-made
64225,church,human-made
64226,church,human-made
64227,waterfall,natural
64231,sports venue,human-made
64233,church,human-made
64239,mountain,natural
64240,cemetery,human-made
64241,cemetery,human-made
64242,castle / fort,human-made
64245,parks,natural
64247,church,human-made
64248,bridge,human-made
64249,lake,natural
64251,mountain,natural
64254,lake,natural
64256,castle / fort,human-made
64257,castle / fort,human-made
64258,parks,natural
64260,theatre,human-made
64262,sports venue,human-made
64263,cave,natural
64265,synagogue,human-made
64267,church,human-made
64268,parks,natural
64270,church,human-made
64272,parks,natural
64273,palace,human-made
64275,city,human-made
64276,mountain,natural
64279,church,human-made
64280,rail transportation,human-made
64283,castle / fort,human-made
64284,parks,natural
64286,mountain,natural
64287,shopping,human-made
64288,skyscraper,human-made
64290,parks,natural
64291,sports venue,human-made
64292,lake,natural
64294,church,human-made
64296,theatre,human-made
64297,amusement park,human-made
64298,church,human-made
64299,church,human-made
64306,church,human-made
64308,parks,natural
64309,lake,natural
64310,lake,natural
64311,market,human-made
64312,parks,natural
64313,bridge,human-made
64314,parks,natural
64315,stone,natural
64318,castle / fort,human-made
64319,church,human-made
64320,archeological site,human-made
64322,mountain,natural
64326,lake,natural
64329,mountain,natural
64330,castle / fort,human-made
64331,church,human-made
64333,church,human-made
64335,mountain,natural
64337,hotel,human-made
64338,theatre,human-made
64339,museum,human-made
64340,parks,natural
64343,parks,natural
64345,church,human-made
64346,lake,natural
64349,castle / fort,human-made
64350,mountain,natural
64351,bridge,human-made
64355,theatre,human-made
64356,skyscraper,human-made
64357,mountain,natural
64359,mountain,natural
64360,buddhist temple,human-made
64362,shinto shrine,human-made
64363,parks,natural
64367,sports venue,human-made
64369,church,human-made
64370,sports venue,human-made
64373,church,human-made
64375,windmill,human-made
64377,archeological site,human-made
64378,monastery,human-made
64379,lake,natural
64380,palace,human-made
64382,parks,natural
64383,mountain,natural
64387,sports venue,human-made
64389,garden,natural
64390,mountain,natural
64391,square,human-made
64394,shinto shrine,human-made
64395,museum,human-made
64396,village,human-made
64398,theatre,human-made
64399,church,human-made
64400,house,human-made
64401,museum,human-made
64405,settlement,human-made
64407,mountain,natural
64410,mountain,natural
64411,castle / fort,human-made
64412,church,human-made
64415,palace,human-made
64416,church,human-made
64418,castle / fort,human-made
64419,archeological site,human-made
64420,parks,natural
64421,church,human-made
64426,tree,natural
64429,cemetery,human-made
64430,mountain,natural
64432,mountain,natural
64434,lake,natural
64438,church,human-made
64440,bridge,human-made
64441,cemetery,human-made
64442,parks,natural
64444,city,human-made
64445,bridge,human-made
64446,castle / fort,human-made
64447,monastery,human-made
64450,road,human-made
64451,sculpture,human-made
64452,mountain,natural
64456,theatre,human-made
64457,church,human-made
64458,mountain,natural
64459,church,human-made
64461,lake,natural
64462,church,human-made
64463,sculpture,human-made
64464,parks,natural
64465,castle / fort,human-made
64467,prison,human-made
64469,museum,human-made
64470,rail transportation,human-made
64471,museum,human-made
64473,archeological site,human-made
64475,island,natural
64476,castle / fort,human-made
64477,parks,natural
64478,church,human-made
64479,church,human-made
64481,lighthouse,human-made
64482,church,human-made
64484,tower,human-made
64486,mountain,natural
64488,castle / fort,human-made
64492,skyscraper,human-made
64494,castle / fort,human-made
64496,church,human-made
64497,museum,human-made
64499,mountain,natural
64500,church,human-made
64501,castle / fort,human-made
64503,mountain,natural
64504,parks,natural
64505,church,human-made
64508,castle / fort,human-made
64510,castle / fort,human-made
64513,monastery,human-made
64516,mountain,natural
64519,government building,human-made
64522,museum,human-made
64526,church,human-made
64529,church,human-made
64531,church,human-made
64532,prison,human-made
64533,mountain,natural
64534,amusement park,human-made
64537,agricultural land,natural
64539,palace,human-made
64540,lighthouse,human-made
64541,amusement park,human-made
64542,church,human-made
64543,castle / fort,human-made
64544,mountain,natural
64545,church,human-made
64546,beach,natural
64549,mountain,natural
64551,church,human-made
64552,zoo,human-made
64553,castle / fort,human-made
64556,church,human-made
64557,skyscraper,human-made
64558,church,human-made
64560,house,human-made
64562,church,human-made
64565,church,human-made
64571,parks,natural
64572,mountain,natural
64575,school,human-made
64576,government building,human-made
64578,lighthouse,human-made
64579,hotel,human-made
64580,palace,human-made
64586,church,human-made
64596,mountain,natural
64597,church,human-made
64599,castle / fort,human-made
64601,bridge,human-made
64603,church,human-made
64604,castle / fort,human-made
64606,market,human-made
64609,ocean area ,natural
64614,church,human-made
64615,bridge,human-made
64616,mountain,natural
64617,sports venue,human-made
64618,mountain,natural
64621,church,human-made
64622,agricultural land,natural
64623,palace,human-made
64625,mountain,natural
64627,church,human-made
64628,lighthouse,human-made
64631,church,human-made
64634,mosque,human-made
64635,castle / fort,human-made
64637,island,natural
64639,hospital,human-made
64641,castle / fort,human-made
64642,amusement park,human-made
64645,church,human-made
64646,beach,natural
64647,church,human-made
64648,cemetery,human-made
64649,zoo,human-made
64650,parks,natural
64651,monastery,human-made
64653,boat,human-made
64654,zoo,human-made
64655,mine,human-made
64658,castle / fort,human-made
64659,church,human-made
64661,castle / fort,human-made
64662,square,human-made
64663,fountain,human-made
64665,mountain,natural
64666,church,human-made
64668,castle / fort,human-made
64670,church,human-made
64674,theatre,human-made
64675,museum,human-made
64676,zoo,human-made
64678,church,human-made
64680,lake,natural
64682,museum,human-made
64683,church,human-made
64684,castle / fort,human-made
64685,church,human-made
64691,church,human-made
64692,lake,natural
64694,parks,natural
64695,castle / fort,human-made
64698,church,human-made
64699,museum,human-made
64700,river,natural
64701,monastery,human-made
64703,bridge,human-made
64704,church,human-made
64705,museum,human-made
64706,church,human-made
64707,parks,natural
64708,museum,human-made
64710,observatory,human-made
64712,castle / fort,human-made
64713,lighthouse,human-made
64714,cemetery,human-made
64715,parks,natural
64717,rail transportation,human-made
64718,castle / fort,human-made
64719,shinto shrine,human-made
64721,cemetery,human-made
64722,church,human-made
64723,cemetery,human-made
64724,bridge,human-made
64727,ocean area ,natural
64728,lighthouse,human-made
64729,lake,natural
64730,church,human-made
64731,museum,human-made
64732,monastery,human-made
64736,parks,natural
64737,church,human-made
64739,zoo,human-made
64743,sports venue,human-made
64744,beach,natural
64745,church,human-made
64746,monastery,human-made
64748,house,human-made
64749,lighthouse,human-made
64752,museum,human-made
64755,lake,natural
64756,church,human-made
64760,dam,human-made
64761,lake,natural
64762,mountain,natural
64766,museum,human-made
64767,church,human-made
64769,house,human-made
64770,city,human-made
64771,church,human-made
64772,amusement park,human-made
64773,sculpture,human-made
64774,church,human-made
64777,sports venue,human-made
64778,city,human-made
64779,church,human-made
64780,village,human-made
64781,church,human-made
64782,boat,human-made
64783,sports venue,human-made
64784,lighthouse,human-made
64785,museum,human-made
